木見,"きみ","Shogi pro: 木見金治郎",Last Name:
未来,"みらい","Shogi pro: 青嶋未来",First Name:
未蘭,"みらん","Shogi pro: 野原未蘭",First Name:
本因坊,"ほんいんぼう","Shogi pro: 本因坊算砂",Last Name:
本田,"ほんだ","Shogi pro: 本田奎, 本田小百合",Last Name:
本間,"ほんま","Shogi pro: 本間博, 本間爽悦",Last Name:
朱未,"あけみ","Shogi pro: 山田朱未",First Name:
朱里,"じゅり","Shogi pro: 木村朱里",First Name:
杉崎,"すぎさき","Shogi pro: 杉崎里子",Last Name:
杉本,"すぎもと","Shogi pro: 杉本和陽, 杉本昌隆",Last Name:
村上,"むらかみ","Shogi pro: 村上真一",Last Name:
村中,"むらなか","Shogi pro: 村中秀史",Last Name:
村山,"むらやま","Shogi pro: 村山幸子, 村山慈明, 村山聖",Last Name:
村田,"むらた","Shogi pro: 村田智弘, 村田智穂, 村田顕弘",Last Name:
東,"あずま","Shogi pro: 東和男",Last Name:
東一,"とういち","Shogi pro: 渡辺東一",First Name:
東伯斎,"とうはくさい","Shogi pro: 小林東伯斎",First Name:
東吉,"とうきち","Shogi pro: 大矢東吉",First Name:
松下,"まつした","Shogi pro: 松下力, 松下舞琳",Last Name:
松二,"しょうじ","Shogi pro: 剱持松二",First Name:
松尾,"まつお","Shogi pro: 松尾歩",Last Name:
松本,"まつもと","Shogi pro: 松本佳介",Last Name:
松浦,"まつうら","Shogi pro: 松浦卓造, 松浦隆一",Last Name:
松田,"まつだ","Shogi pro: 松田茂役, 松田辰雄",Last Name:
板谷,"いたや","Shogi pro: 板谷四郎, 板谷進",Last Name:
林,"はやし","Shogi pro: 林まゆみ",Last Name:
林葉,"はやしば","Shogi pro: 林葉直子",Last Name:
果,"はたす","Shogi pro: 伊藤果",First Name:
柳雪,"りゅうせつ","Shogi pro: 大橋柳雪",First Name:
柵木,"ませぎ","Shogi pro: 柵木幹太",Last Name:
栄治,"えいじ","Shogi pro: 飯島栄治",First Name:
桂香,"けいか","Shogi pro: 北村桂香",First Name:
桃子,"ももこ","Shogi pro: 中村桃子, 加藤桃子",First Name:
桐山,"きりやま","Shogi pro: 桐山清澄",Last Name:
桐谷,"きりたに","Shogi pro: 桐谷広人",Last Name:
桜井,"さくらい","Shogi pro: 桜井昇",Last Name:
梅津,"うめず","Shogi pro: 梅津美琴",Last Name:
梶,"かじ","Shogi pro: 梶一郎",Last Name:
梶浦,"かじうら","Shogi pro: 梶浦宏孝",Last Name:
森,"もり","Shogi pro: 森信雄, 森雞二",Last Name:
森下,"もりした","Shogi pro: 森下卓",Last Name:
森内,"もりうち","Shogi pro: 森内俊之",Last Name:
森安,"もりやす","Shogi pro: 森安多恵子, 森安正幸, 森安秀光",Last Name:
森本,"もりもと","Shogi pro: 森本才跳, 森本理子",Last Name:
植山,"うえやま","Shogi pro: 植山悦行",Last Name:
植村,"うえむら","Shogi pro: 植村真理",Last Name:
椎橋,"しいはし","Shogi pro: 椎橋金司",Last Name:
榊,"さかき","Shogi pro: 榊菜吟",Last Name:
樟郎,"くすお","Shogi pro: 山本樟郎",First Name:
横山,"よこやま","Shogi pro: 横山友紀, 横山泰明",Last Name:
橋本,"はしもと","Shogi pro: 橋本三治, 橋本崇載",Last Name:
橋爪,"はしずめ","Shogi pro: 橋爪敏太郎",Last Name:
檜垣,"ひがき","Shogi pro: 檜垣是安",Last Name:
櫛田,"くしだ","Shogi pro: 櫛田陽一",Last Name:
次彦,"つぎひこ","Shogi pro: 山川次彦",First Name:
正三,"しょうぞう","Shogi pro: 賀集正三",First Name:
正光,"まさみつ","Shogi pro: 達正光",First Name:
正和,"まさかず","Shogi pro: 渡辺正和, 近藤正和",First Name:
正夫,"まさお","Shogi pro: 塚田正夫",First Name:
正子,"まさこ","Shogi pro: 宇治正子",First Name:
正幸,"まさゆき","Shogi pro: 森安正幸",First Name:
正樹,"まさき","Shogi pro: 泉正樹",First Name:
武富,"たけどみ","Shogi pro: 武富礼衣",Last Name:
武市,"たけいち","Shogi pro: 武市三郎",Last Name:
武洋,"たけひろ","Shogi pro: 大平武洋",First Name:
武者野,"むしゃの","Shogi pro: 武者野勝巳",Last Name:
武雄,"たけお","Shogi pro: 山本武雄",First Name:
歩,"あゆむ","Shogi pro: 松尾歩",First Name:
水町,"みずまち","Shogi pro: 水町みゆ",Last Name:
永作,"ながさく","Shogi pro: 永作芳也",Last Name:
永沢,"ながさわ","Shogi pro: 永沢勝雄",Last Name:
永瀬,"ながせ","Shogi pro: 永瀬拓矢",Last Name:
池永,"いけなが","Shogi pro: 池永天志",Last Name:
池田,"いけだ","Shogi pro: 池田修一, 池田菊女",Last Name:
沙恵,"さえ","Shogi pro: 伊藤沙恵",First Name:
沙紀,"さき","Shogi pro: 田中沙紀",First Name:
沙耶,"さや","Shogi pro: 中澤沙耶",First Name:
河口,"かわぐち","Shogi pro: 河口俊彦",Last Name:
治恵,"はるえ","Shogi pro: 谷川治恵",First Name:
治郎,"じろう","Shogi pro: 加藤治郎",First Name:
沼,"ぬま","Shogi pro: 沼春雄",Last Name:
泉,"いずみ","Shogi pro: 泉正樹",Last Name:
泰地,"たいち","Shogi pro: 高見泰地",First Name:
泰夫,"やすお","Shogi pro: 原田泰夫",First Name:
泰明,"ひろあき,やすあき","Shogi pro: 横山泰明, 塚田泰明",First Name:
泰煕,"たいき","Shogi pro: 山川泰煕",First Name:
洋,"ひろし","Shogi pro: 岡崎洋, 長沼洋",First Name:
津村,"つむら","Shogi pro: 津村常吉",Last Name:
浅沼,"あさぬま","Shogi pro: 浅沼一",Last Name:
浦野,"うらの","Shogi pro: 浦野真彦",Last Name:
浩,"ひろし","Shogi pro: 関浩",First Name:
浩一,"こういち","Shogi pro: 木下浩一",First Name:
浩三,"こうぞう","Shogi pro: 有森浩三",First Name:
浩司,"こうじ","Shogi pro: 土佐浩司, 谷川浩司",First Name:
浩平,"こうへい","Shogi pro: 長谷部浩平",First Name:
浩貴,"ひろたか","Shogi pro: 野月浩貴",First Name:
浪女,"なみ","Shogi pro: 大橋浪女",First Name:
海法,"みのり","Shogi pro: 佐々木海法",First Name:
涼子,"りょうこ","Shogi pro: 千葉涼子",First Name:
淡路,"あわじ","Shogi pro: 淡路仁茂",Last Name:
深浦,"ふかうら","Shogi pro: 深浦康市",Last Name:
淳,"きよし","Shogi pro: 萩原淳",First Name:
清,"きよし","Shogi pro: 青木清",First Name:
清一,"せいいち","Shogi pro: 小堀清一",First Name:
清二郎,"せいじろう","Shogi pro: 長谷川清二郎",First Name:
清吉,"せいきち","Shogi pro: 金高清吉",First Name:
清和,"きよかず","Shogi pro: 勝又清和",First Name:
清水,"しみず","Shogi pro: 清水市代",Last Name:
清澄,"きよずみ","Shogi pro: 桐山清澄",First Name:
清野,"せいの","Shogi pro: 清野静男",Last Name:
渚,"なぎさ","Shogi pro: 藤本渚",First Name:
渡辺,"わたなべ","Shogi pro: 渡辺和史, 渡辺大夢, 渡辺弥生, 渡辺明, 渡辺東一, 渡辺正和",Last Name:
渡部,"わたなべ","Shogi pro: 渡部愛",Last Name:
源一,"げんいち","Shogi pro: 大野源一",First Name:
溝呂木,"みぞろぎ","Shogi pro: 溝呂木光治",Last Name:
滝,"たき","Shogi pro: 滝誠一郎",Last Name:
澄恵,"すみえ","Shogi pro: 石高澄恵",First Name:
澤田,"さわだ","Shogi pro: 澤田真吾",Last Name:
瀬川,"せがわ","Shogi pro: 瀬川晶司",Last Name:
瀬戸,"せと","Shogi pro: 瀬戸博晴",Last Name:
灘,"なだ","Shogi pro: 灘蓮照",Last Name:
照剛,"てるたか","Shogi pro: 安恵照剛",First Name:
照市,"てるいち","Shogi pro: 青野照市",First Name:
熊坂,"くまさか","Shogi pro: 熊坂学",Last Name:
熊谷,"くまがい","Shogi pro: 熊谷達人",Last Name:
熊雄,"くまお","Shogi pro: 大崎熊雄",First Name:
爽悦,"そうえつ","Shogi pro: 本間爽悦",First Name:
片上,"かたがみ","Shogi pro: 片上大輔",Last Name:
牧野,"まきの","Shogi pro: 牧野光則",Last Name:
狩山,"かりやま","Shogi pro: 狩山幹生",Last Name:
猛,"たけし","Shogi pro: 川上猛, 藤井猛",First Name:
理子,"りこ","Shogi pro: 森本理子",First Name:
理絵子,"りえこ","Shogi pro: 矢内理絵子",First Name:
環那,"かんな","Shogi pro: 鈴木環那",First Name:
田中,"たなか","Shogi pro: 田中寅彦, 田中悠一, 田中沙紀, 田中魁秀",Last Name:
田丸,"たまる","Shogi pro: 田丸昇",Last Name:
田村,"たむら","Shogi pro: 田村康介",Last Name:
田辺,"たなべ","Shogi pro: 田辺一郎",Last Name:
由紀,"ゆき","Shogi pro: 室谷由紀",First Name:
甲斐,"かい","Shogi pro: 甲斐智美",Last Name:
畝,"うね","Shogi pro: 畝美与吉",Last Name:
畠山,"はたけやま","Shogi pro: 畠山成幸, 畠山鎮",Last Name:
直哉,"なおや","Shogi pro: 藤原直哉",First Name:
直嗣,"ただし","Shogi pro: 大石直嗣",First Name:
直子,"なおこ","Shogi pro: 林葉直子",First Name:
直希,"なおき","Shogi pro: 小山直希",First Name:
直裕,"なおひろ","Shogi pro: 石田直裕",First Name:
相川,"あいかわ","Shogi pro: 相川春香",Last Name:
看佐,"かんさ","Shogi pro: 伊藤看佐",First Name:
看寿,"かんじゅ","Shogi pro: 伊藤看寿",First Name:
看恕,"かんじょ","Shogi pro: 伊藤看恕",First Name:
看理,"かんり","Shogi pro: 伊藤看理",First Name:
眞吾,"しんご","Shogi pro: 平藤眞吾",First Name:
真,"まこと","Shogi pro: 中座真",First Name:
真一,"しんいち","Shogi pro: 村上真一",First Name:
真也,"しにゃ","Shogi pro: 山本真也",First Name:
真吾,"しんご","Shogi pro: 伊藤真吾, 澤田真吾",First Name:
真央,"まお","Shogi pro: 伊藤真央",First Name:
真帆,"まほ","Shogi pro: 礒谷真帆",First Name:
真彦,"まさひこ","Shogi pro: 浦野真彦",First Name:
真梨花,"まりか","Shogi pro: 中村真梨花",First Name:
真理,"まり","Shogi pro: 植村真理",First Name:
真田,"さなだ","Shogi pro: 真田圭一, 真田彩子",Last Name:
真由美,"まゆみ","Shogi pro: 神田真由美",First Name:
真部,"まなべ","Shogi pro: 真部一男",Last Name:
真隆,"まさたか","Shogi pro: 郷田真隆",First Name:
睦美,"むつみ","Shogi pro: 福崎睦美",First Name:
矢倉,"やぐら","Shogi pro: 矢倉規広",Last Name:
矢内,"やうち","Shogi pro: 矢内理絵子",Last Name:
知子,"ともこ","Shogi pro: 久津知子",First Name:
知宙,"ちひろ","Shogi pro: 崎原知宙",First Name:
石井,"いしい","Shogi pro: 石井健太郎, 石井秀吉",Last Name:
石川,"いしかわ","Shogi pro: 石川優太, 石川陽生",Last Name:
石本,"いしもと","Shogi pro: 石本さくら",Last Name:
石橋,"いしばし","Shogi pro: 石橋幸緒",Last Name:
石田,"いしだ","Shogi pro: 石田和雄, 石田直裕",Last Name:
石高,"いしたか","Shogi pro: 石高澄恵",Last Name:
砂原,"すなはら","Shogi pro: 砂原奏",Last Name:
磯谷,"いそや","Shogi pro: 磯谷祐維",Last Name:
礒谷,"いそたに","Shogi pro: 礒谷真帆",Last Name:
礼衣,"れい","Shogi pro: 武富礼衣",First Name:
祐三,"ゆうぞう","Shogi pro: 丸田祐三",First Name:
祐介,"ゆうすけ","Shogi pro: 伊奈祐介",First Name:
祐司,"ゆうじ","Shogi pro: 前田祐司",First Name:
祐紀,"ひろき","Shogi pro: 飯塚祐紀",First Name:
祐維,"ゆい","Shogi pro: 磯谷祐維",First Name:
神吉,"かんき","Shogi pro: 神吉宏充",Last Name:
神崎,"かんざき","Shogi pro: 神崎健二",Last Name:
神田,"かんだ","Shogi pro: 神田真由美, 神田辰之助, 神田鎮雄",Last Name:
神谷,"かみや","Shogi pro: 神谷広志",Last Name:
禎一,"さだかず","Shogi pro: 鈴木禎一",First Name:
福島,"ふくしま","Shogi pro: 福島順喜",Last Name:
福崎,"ふくさき","Shogi pro: 福崎文吾, 福崎睦美",Last Name:
福間,"ふくま","Shogi pro: 福間香奈",Last Name:
秀光,"ひでみつ","Shogi pro: 森安秀光",First Name:
秀史,"しゅうじ","Shogi pro: 村中秀史",First Name:
秀司,"しゅうじ","Shogi pro: 佐藤秀司",First Name:
秀吉,"ひでよし","Shogi pro: 石井秀吉",First Name:
秀治郎,"ひでじろう","Shogi pro: 北村秀治郎",First Name:
秀行,"ひでゆき","Shogi pro: 高野秀行",First Name:
稀良莉,"きらり","Shogi pro: 山口稀良莉",First Name:
稲葉,"いなば","Shogi pro: 稲葉陽",Last Name:
窪田,"くぼた","Shogi pro: 窪田義行",Last Name:
竜也,"たつや","Shogi pro: 菅井竜也",First Name:
竜馬,"りゅうま","Shogi pro: 都成竜馬",First Name:
章人,"あきひと","Shogi pro: 広瀬章人",First Name:
章道,"しょうどう","Shogi pro: 中田章道",First Name:
竹俣,"たけまた","Shogi pro: 竹俣紅",Last Name:
竹内,"たけうち","Shogi pro: 竹内優月, 竹内雄悟",Last Name:
竹部,"たけべ","Shogi pro: 竹部さゆり",Last Name:
算砂,"さんさ","Shogi pro: 本因坊算砂",First Name:
米長,"よねなが","Shogi pro: 米長邦雄",Last Name:
糸谷,"いとだに","Shogi pro: 糸谷哲郎",Last Name:
紀代子,"きよこ","Shogi pro: 関根紀代子",First Name:
紀子,"のりこ","Shogi pro: 寺下紀子",First Name:
紅,"べに","Shogi pro: 竹俣紅",First Name:
純一,"じゅんいち","Shogi pro: 加瀬純一, 間宮純一",First Name:
紗希,"さき","Shogi pro: 宮澤紗希",First Name:
紫野,"しの","Shogi pro: 宮宗紫野",First Name:
紳哉,"しにゃ","Shogi pro: 佐藤紳哉",First Name:
結李愛,"ゆりあ","Shogi pro: 加藤結李愛",First Name:
絢,"あや","Shogi pro: 今井絢",First Name:
絵美菜,"えみな","Shogi pro: 山口絵美菜",First Name:
綾,"あや","Shogi pro: 藤田綾",First Name:
綾華,"あやか","Shogi pro: 大島綾華",First Name:
総子,"ふさこ","Shogi pro: 安食総子",First Name:
繁一,"しげかず","Shogi pro: 南口繁一",First Name:
美与吉,"みよきち","Shogi pro: 畝美与吉",First Name:
美夏,"みか","Shogi pro: 大庭美夏",First Name:
美帆子,"みほこ","Shogi pro: 岩佐美帆子",First Name:
美樹,"みき","Shogi pro: 大庭美樹",First Name:
美琴,"みこと","Shogi pro: 梅津美琴",First Name:
美礼,"みれい","Shogi pro: 鎌田美礼",First Name:
義則,"よしのり","Shogi pro: 佐藤義則",First Name:
義夫,"よしお","Shogi pro: 藤川義夫",First Name:
義徳,"よしのり","Shogi pro: 木村義徳",First Name:
義行,"よしゆき","Shogi pro: 窪田義行",First Name:
義雄,"よしお","Shogi pro: 井上義雄, 木村義雄",First Name:
羽生,"はぶ","Shogi pro: 羽生善治",Last Name:
翔吾,"しょうご","Shogi pro: 折田翔吾",First Name:
翔太,"しょうた","Shogi pro: 千田翔太",First Name:
翔子,"しょうこ","Shogi pro: 久保翔子",First Name:
聖,"さとし","Shogi pro: 村山聖",First Name:
聡太,"そうた","Shogi pro: 藤井聡太",First Name:
能,"のう","Shogi pro: 伊藤能",First Name:
脇,"わき","Shogi pro: 脇謙二",Last Name:
脇田,"わきた","Shogi pro: 脇田菜々子",Last Name:
舞琳,"まりん","Shogi pro: 松下舞琳",First Name:
船戸,"ふなと","Shogi pro: 船戸陽子",Last Name:
船江,"ふなえ","Shogi pro: 船江恒平",Last Name:
良生,"よしたか","Shogi pro: 星野良生",First Name:
花村,"はなむら","Shogi pro: 花村元司",Last Name:
花田,"はなだ","Shogi pro: 花田長太郎",Last Name:
芳一,"よしかず","Shogi pro: 南芳一",First Name:
芳也,"よしなり","Shogi pro: 永作芳也",First Name:
芳人,"よしと","Shogi pro: 有野芳人",First Name:
芹沢,"せりざわ","Shogi pro: 芹沢博文",Last Name:
若松,"わかまつ","Shogi pro: 若松政和",Last Name:
若武,"わかむ","Shogi pro: 出口若武",First Name:
英二,"えいじ","Shogi pro: 大原英二",First Name:
英作,"えいさく","Shogi pro: 富岡英作",First Name:
英夫,"ひでお","Shogi pro: 山口英夫",First Name:
茂,"しげる","Shogi pro: 関根茂",First Name:
茂役,"しげゆき","Shogi pro: 松田茂役",First Name:
荒巻,"あらまき","Shogi pro: 荒巻三之",Last Name:
菅井,"すがい","Shogi pro: 菅井竜也",Last Name:
菊地,"きくち","Shogi pro: 菊地常夫",Last Name:
菊女,"きく","Shogi pro: 池田菊女",First Name:
菜吟,"なな","Shogi pro: 榊菜吟",First Name:
菜々子,"ななこ","Shogi pro: 脇田菜々子",First Name:
萩原,"はぎわら","Shogi pro: 萩原淳",Last Name:
蓮照,"れんしょう","Shogi pro: 灘蓮照",First Name:
藤井,"ふじい","Shogi pro: 藤井奈々, 藤井猛, 藤井聡太",Last Name:
藤倉,"ふじくら","Shogi pro: 藤倉勇樹",Last Name:
藤内,"ふじうち","Shogi pro: 藤内金吾",Last Name:
藤原,"ふじわら","Shogi pro: 藤原直哉",Last Name:
藤川,"ふじかわ","Shogi pro: 藤川義夫",Last Name:
藤本,"ふじもと","Shogi pro: 藤本渚",Last Name:
藤森,"ふじもり","Shogi pro: 藤森哲也, 藤森奈津子",Last Name:
藤田,"ふじた","Shogi pro: 藤田綾, 藤田麻衣子",Last Name:
虎次,"とらつぐ","Shogi pro: 野本虎次",First Name:
蛸島,"たこじま","Shogi pro: 蛸島彰子",Last Name:
行方,"なめかた","Shogi pro: 行方尚史",Last Name:
行男,"ゆきお","Shogi pro: 京須行男",First Name:
裕也,"ゆうや","Shogi pro: 長岡裕也, 齊藤裕也",First Name:
裕司,"ゆうじ","Shogi pro: 増田裕司",First Name:
裕和,"ひろかず","Shogi pro: 上野裕和",First Name:
裕士,"ひろし","Shogi pro: 小林裕士",First Name:
裕寿,"ひろとし","Shogi pro: 上野裕寿",First Name:
西尾,"にしお","Shogi pro: 西尾明",Last Name:
西山,"にしやま","Shogi pro: 西山朋佳",Last Name:
西川,"にしかわ","Shogi pro: 西川和宏, 西川慶二",Last Name:
西本,"にしもと","Shogi pro: 西本馨",Last Name:
西村,"にしむら","Shogi pro: 西村一義",Last Name:
西田,"にしだ","Shogi pro: 西田拓也",Last Name:
規広,"のりひろ","Shogi pro: 矢倉規広",First Name:
角田,"かくた","Shogi pro: 角田三男",Last Name:
誠,"まこと","Shogi pro: 中原誠, 戸辺誠",First Name:
誠一郎,"せいいちろう","Shogi pro: 滝誠一郎",First Name:
誠也,"せいや","Shogi pro: 冨田誠也, 近藤誠也",First Name:
謙二,"けんじ","Shogi pro: 脇謙二",First Name:
谷合,"たにあい","Shogi pro: 谷合廣紀",Last Name:
谷川,"たにかわ,たにがわ","Shogi pro: 谷川治恵, 谷川浩司",Last Name:
谷頭,"やとう","Shogi pro: 谷頭喜祐",Last Name:
豊,"ゆたか","Shogi pro: 佐藤豊",First Name:
豊一,"とよいち","Shogi pro: 五十嵐豊一",First Name:
豊島,"とよしま","Shogi pro: 豊島将之",Last Name:
豊川,"とよかわ","Shogi pro: 豊川孝弘",Last Name:
貞升,"さだます","Shogi pro: 貞升南",Last Name:
貴一,"きいち","Shogi pro: 木川貴一",First Name:
貴洸,"たかひろ","Shogi pro: 大橋貴洸",First Name:
賀集,"かしゅう","Shogi pro: 賀集正三",Last Name:
輝彦,"てるひこ","Shogi pro: 鈴木輝彦",First Name:
辰之助,"たつのすけ","Shogi pro: 神田辰之助",First Name:
辰雄,"たつお","Shogi pro: 松田辰雄",First Name:
近藤,"こんどう","Shogi pro: 近藤正和, 近藤誠也",Last Name:
進,"すすむ","Shogi pro: 板谷進",First Name:
道夫,"みちお","Shogi pro: 有吉道夫",First Name:
道美,"みちよし","Shogi pro: 山田道美",First Name:
道雄,"みちお","Shogi pro: 高橋道雄",First Name:
達,"たち","Shogi pro: 達正光",Last Name:
達也,"たつや","Shogi pro: 三枚堂達也, 二上達也",First Name:
達人,"みちひと","Shogi pro: 熊谷達人",First Name:
遠山,"とうやま","Shogi pro: 遠山雄亮",Last Name:
邦雄,"くにお","Shogi pro: 米長邦雄",First Name:
郷田,"ごうだ","Shogi pro: 郷田真隆",Last Name:
都成,"となり","Shogi pro: 都成竜馬",Last Name:
酒井,"さかい","Shogi pro: 酒井順吉",Last Name:
里子,"さとこ","Shogi pro: 杉崎里子",First Name:
野原,"のはら","Shogi pro: 野原未蘭",Last Name:
野月,"のずき","Shogi pro: 野月浩貴",Last Name:
野本,"のもと","Shogi pro: 野本虎次",Last Name:
野村,"のむら","Shogi pro: 野村慶虎",Last Name:
野田,"のだ","Shogi pro: 野田敬三",Last Name:
野田澤,"のださわ","Shogi pro: 野田澤彩乃",Last Name:
金,"こん","Shogi pro: 金易二郎",Last Name:
金五郎,"きんごろう","Shogi pro: 伊藤金五郎, 金子金五郎",First Name:
金井,"かない","Shogi pro: 金井恒太",Last Name:
金司,"きんじ","Shogi pro: 椎橋金司",First Name:
金吾,"きんご","Shogi pro: 藤内金吾",First Name:
金子,"かねこ","Shogi pro: 金子金五郎",Last Name:
金次郎,"きんじろう","Shogi pro: 関根金次郎",First Name:
金沢,"かねざわ","Shogi pro: 金沢孝史",Last Name:
金治郎,"きんじろう","Shogi pro: 木見金治郎",First Name:
金高,"かねたか","Shogi pro: 金高清吉",Last Name:
鈴木,"すずき","Shogi pro: 鈴木大介, 鈴木環那, 鈴木禎一, 鈴木輝彦",Last Name:
銀次郎,"ぎんじろう","Shogi pro: 斎藤銀次郎",First Name:
鎌田,"かまだ","Shogi pro: 鎌田美礼",Last Name:
鎮,"まもる","Shogi pro: 畠山鎮",First Name:
鎮雄,"しずお","Shogi pro: 神田鎮雄",First Name:
長太郎,"ちょうたろう","Shogi pro: 花田長太郎",First Name:
長岡,"ながおか","Shogi pro: 長岡裕也",Last Name:
長沢,"ながさわ","Shogi pro: 長沢千和子",Last Name:
長沼,"ながぬま","Shogi pro: 長沼洋",Last Name:
長谷川,"はせがわ","Shogi pro: 長谷川優貴, 長谷川清二郎",Last Name:
長谷部,"はせべ","Shogi pro: 長谷部久雄, 長谷部浩平",Last Name:
門倉,"かどくら","Shogi pro: 門倉啓太",Last Name:
間宮,"まみや","Shogi pro: 間宮純一",Last Name:
関,"せき","Shogi pro: 関浩",Last Name:
関三郎,"せきさぶろう","Shogi pro: 宮松関三郎",First Name:
関口,"せきぐち","Shogi pro: 関口慎吾",Last Name:
関屋,"せきや","Shogi pro: 関屋喜代作",Last Name:
関根,"せきね","Shogi pro: 関根紀代子, 関根茂, 関根金次郎",Last Name:
阪口,"さかぐち","Shogi pro: 阪口悟",Last Name:
阿久津,"あくつ","Shogi pro: 阿久津主税",Last Name:
阿部,"あべ","Shogi pro: 阿部健治郎, 阿部光瑠, 阿部隆",Last Name:
陽,"あきら","Shogi pro: 稲葉陽",First Name:
陽一,"よういち","Shogi pro: 櫛田陽一",First Name:
陽子,"ようこ","Shogi pro: 船戸陽子",First Name:
陽生,"あきお","Shogi pro: 石川陽生",First Name:
隆,"たかし","Shogi pro: 阿部隆",First Name:
隆一,"りゅういち","Shogi pro: 松浦隆一",First Name:
隆之,"たかゆき","Shogi pro: 山崎隆之",First Name:
隼平,"じゅんぺい","Shogi pro: 井出隼平",First Name:
雄亮,"ゆうすけ","Shogi pro: 遠山雄亮",First Name:
雄悟,"ゆうご","Shogi pro: 竹内雄悟",First Name:
雅信,"まさのぶ","Shogi pro: 小泉雅信",First Name:
雅雄,"まさお","Shogi pro: 斎藤雅雄",First Name:
雞二,"けいじ","Shogi pro: 森雞二",First Name:
青嶋,"あおしま","Shogi pro: 青嶋未来",Last Name:
青木,"あおき","Shogi pro: 青木清",Last Name:
青野,"あおの","Shogi pro: 青野照市",Last Name:
静男,"しずお","Shogi pro: 清野静男",First Name:
順吉,"じゅんきち","Shogi pro: 酒井順吉",First Name:
順喜,"じゅんき","Shogi pro: 福島順喜",First Name:
頼本,"よりもと","Shogi pro: 頼本奈菜",Last Name:
顕弘,"あきひろ","Shogi pro: 村田顕弘",First Name:
飯塚,"いいずか","Shogi pro: 飯塚勘一郎, 飯塚祐紀",Last Name:
飯島,"いいじま","Shogi pro: 飯島栄治",Last Name:
飯田,"いいだ","Shogi pro: 飯田弘之",Last Name:
飯野,"いいの","Shogi pro: 飯野健二, 飯野愛",Last Name:
香奈,"かな","Shogi pro: 福間香奈",First Name:
香川,"かがわ","Shogi pro: 香川愛生",Last Name:
香織,"かおり","Shogi pro: 上川香織",First Name:
香菜子,"かなこ","Shogi pro: 坂東香菜子",First Name:
馨,"かおる","Shogi pro: 西本馨",First Name:
高島,"たかしま","Shogi pro: 高島一岐代, 高島弘光",Last Name:
高崎,"たかざき","Shogi pro: 高崎一生",Last Name:
高柳,"たかやなぎ","Shogi pro: 高柳敏夫",Last Name:
高橋,"たかはし","Shogi pro: 高橋佑二郎, 高橋和, 高橋道雄",Last Name:
高浜,"たかはま","Shogi pro: 高浜愛子",Last Name:
高田,"たかだ","Shogi pro: 高田丈資, 高田尚平, 高田明浩",Last Name:
高群,"たかむれ","Shogi pro: 高群佐知子",Last Name:
高見,"たかみ","Shogi pro: 高見泰地",Last Name:
高野,"たかの","Shogi pro: 高野智史, 高野秀行",Last Name:
魁秀,"かいしゅう","Shogi pro: 田中魁秀",First Name:
鹿野,"かの","Shogi pro: 鹿野圭生",Last Name:
麻衣子,"まいこ","Shogi pro: 藤田麻衣子",First Name:
黒沢,"くろさわ","Shogi pro: 黒沢怜生",Last Name:
黒田,"くろだ","Shogi pro: 黒田尭之",Last Name:
齊藤,"さいとう","Shogi pro: 齊藤裕也",Last Name:
