的,"いくは,ゆくは"
守,"う,し,て,も"
外,"うい,け,ふか"
詠,"うた,え,ええ"
嬉,"うらし,うれし"
売,"うり,うる,め"
老,"えび,おい,び"
応,"お,たか,まさ"
鳳,"おおとり,ふげ"
置,"おき,おけ,き"
凥,"おき,ぐ,すえ"
居,"おき,ぐ,すえ"
刑,"おさか,ぎょう"
桂,"か,かつ,よし"
競,"かい,わたなべ"
文,"かざり,ふ,も"
主,"かず,ず,もん"
万,"かず,ま,ゆる"
河,"かっ,こ,こう"
雲,"き,ずも,のめ"
玖,"き,たま,ひさ"
親,"ぎ,ちか,のり"
桐,"きり,き,ひさ"
穴,"けな,しし,な"
任,"さ,とう,ひで"
住,"し,じゅ,すみ"
力,"じから,つとむ"
階,"しな,と,はし"
菅,"す,すが,すご"
瑞,"ず,たま,みつ"
典,"すけ,つね,の"
拓,"たく,つ,ひろ"
千,"ち,かず,ゆき"
亜,"つぎ,つぐ,や"
土,"つく,は,ひじ"
世,"とし,ゆ,ゆき"
恆,"ひさし,わたる"
牧,"ま,まい,もく"
超,"まさる,わたる"
衞,"まもり,まもる"
勇,"ゆう,お,はや"
優,"ゆう,ゆ,よし"
我,"あ,あが,か"
麻,"あ,あざ,お"
四,"あ,つ,よつ"
県,"あがた,がた"
縣,"あがた,がた"
彰,"あき,あきら"
鑑,"あき,あきら"
顕,"あき,あきら"
現,"あきら,きら"
集,"あつまり,ず"
伍,"あつむ,くみ"
絢,"あや,じゅん"
綾,"あや,りょう"
洗,"あらい,らい"
蘭,"あららぎ,か"
磯,"いそ,し,そ"
格,"いたる,のり"
市,"いち,い,ち"
植,"うえ,え,げ"
殖,"うえ,え,げ"
空,"うつ,き,く"
計,"え,かず,け"
兄,"え,せ,よし"
宁,"えい,ちよう"
胡,"えびす,くる"
房,"お,のぶ,わ"
扇,"おう,おおぎ"
厡,"おか,はじめ"
煕,"おき,ひろし"
鳥,"か,と,とっ"
茄,"か,な,なす"
謙,"かね,ゆずる"
叶,"かの,かのう"
滑,"かり,なめり"
芸,"き,げ,なり"
萌,"きざし,もえ"
潔,"きよ,きよし"
車,"くら,くろま"
紫,"さい,ゆかり"
冴,"さえ,さえる"
坂,"さか,か,ざ"
廻,"ざこ,じゃく"
属,"さっか,つき"
識,"さと,さとる"
説,"さとし,とき"
詔,"さとし,のり"
解,"さとる,とけ"
敷,"しき,にゅう"
旉,"しき,にゅう"
穣,"しげ,みのる"
昇,"しゅう,のり"
鷲,"す,わ,わせ"
弼,"すけ,たすく"
喬,"たか,たかし"
陟,"たか,のぼる"
銘,"たか,み,め"
律,"たかし,のり"
岐,"たかし,また"
赳,"たけ,たけし"
督,"ただ,ただし"
端,"ただし,みず"
環,"たま,たまき"
續,"つぐ,つづき"
侊,"て.る,みつ"
独,"どいつ,どっ"
俊,"とし,すぐる"
泊,"とまり,はつ"
丈,"とも,ますら"
酉,"なが,みのる"
饒,"ぬう,の,よ"
希,"のぞ,のぞみ"
伸,"のぶ,よぼる"
孕,"はらみ,もと"
亀,"ひさ,ひさし"
欽,"ひとし,よし"
紘,"ひろ,ひろし"
麗,"ま,よし,り"
宮,"みや,ぐ,み"
饗,"あい,あえ"
逢,"あい,おう"
飽,"あき,あく"
且,"あき,かつ"
右,"あき,すけ"
飛,"あす,とび"
得,"あつ,てろ"
琢,"あや,たか"
存,"あり,まさ"
胆,"い,まこと"
分,"いた,わけ"
員,"いな,かず"
磐,"いわお,わ"
友,"う,ど,ゆ"
布,"う,の,ほ"
黄,"うい,れい"
総,"うさ,ずさ"
宴,"うた,やす"
幼,"うぶ,わか"
浴,"えき,さこ"
隠,"お,がくし"
玉,"おう,だん"
欧,"おお,ひろ"
園,"おん,ぞの"
勘,"か,さとる"
柏,"かい,かし"
各,"かか,かが"
鎌,"かた,かね"
議,"かた,のり"
髪,"がた,ひげ"
刈,"かっ,かり"
畑,"かま,まま"
唐,"かろ,たん"
酒,"き,さ,し"
妃,"き,ぴ,み"
基,"きい,とも"
実,"ぐみ,さね"
栗,"くる,りっ"
紅,"くれ,もみ"
葵,"け,まもる"
鉄,"けん,てっ"
芝,"こげ,しは"
込,"こみ,ごめ"
籠,"ごめ,もり"
操,"さお,みさ"
境,"さか,じき"
下,"さか,しと"
硲,"さこ,はざ"
省,"さとし,み"
色,"しか,しこ"
咸,"しげ,みな"
橲,"じさ,よし"
羽,"しゅう,ば"
翔,"しょう,か"
普,"しん,ひろ"
妹,"す,せ,も"
津,"ず,ち,と"
季,"すえ,とし"
附,"ずき,づけ"
資,"すけ,もと"
介,"すけ,ゆき"
紗,"すず,たえ"
詰,"ずめ,づめ"
摺,"ずり,する"
旋,"せ,めぐり"
芹,"せい,よし"
雪,"せっ,ぶき"
須,"ぞ,もとむ"
副,"そい,そえ"
添,"ぞい,そえ"
仙,"そま,のり"
就,"たか,なり"
学,"たか,のり"
竹,"たけ,たか"
全,"たけ,まさ"
政,"ただ,まさ"
灘,"だな,なん"
垂,"たる,だれ"
善,"たる,よし"
秩,"ちち,ちっ"
務,"つかさ,み"
筑,"づき,つく"
頌,"つぐ,のぶ"
経,"つね,のぶ"
貫,"つら,ぬく"
照,"てる,あき"
載,"とし,のり"
禄,"とし,よし"
呂,"とも,なが"
寅,"とも,のぶ"
奉,"とも,やす"
那,"とも,やす"
農,"な,の,み"
浪,"なに,なみ"
鳴,"なり,なる"
業,"なり,のぶ"
恱,"のぶ,よし"
教,"のり,ひさ"
統,"のり,むね"
儀,"のり,よし"
祈,"のり,れい"
榛,"はい,はる"
橋,"はし,ばせ"
林,"はやし,し"
張,"はり,わり"
晴,"はる,はれ"
曳,"ひき,びき"
勉,"ひこ,やつ"
備,"びっ,びん"
伏,"ふし,ふせ"
降,"ふり,ふる"
堀,"ほり,ほっ"
倭,"まさ,やす"
増,"まし,ます"
益,"まし,ます"
柵,"ませ,やな"
待,"まち,まつ"
厩,"まや,まら"
持,"もち,もつ"
意,"もと,よし"
森,"もり,もと"
艶,"もろ,よし"
焼,"やい,やき"
恷,"やす,よし"
結,"ゆい,ゆう"
領,"よう,よし"
佳,"よし,けい"
頼,"よち,より"
湧,"わき,わく"
吾,"あ,あが"
厚,"あ,あっ"
網,"あ,ずな"
会,"あい,い"
青,"あお,お"
浅,"あざ,さ"
遊,"あす,う"
蛇,"あぶ,み"
壱,"い,かず"
比,"い,ぴっ"
李,"い,もも"
砂,"いさ,ご"
今,"いま,な"
碓,"う,うす"
牛,"うじ,ご"
湖,"うみ,み"
榎,"え,えの"
頴,"え,かい"
枝,"え,ぐさ"
翁,"お,おな"
包,"お,かね"
及,"おい,の"
閑,"が,より"
柄,"から,ら"
材,"き,さい"
調,"ぎ,つぎ"
楠,"くず,な"
国,"くな,こ"
古,"こ,ふゆ"
咲,"さ,さき"
寒,"さ,さん"
佐,"さ,すけ"
舎,"さ,とり"
桜,"さ,ろう"
吏,"さと,し"
宍,"し,しん"
初,"し,はっ"
芽,"じ,めぐ"
栖,"す,すみ"
尋,"ず,つぐ"
寸,"す,みき"
塚,"ずか,つ"
邁,"すす.む"
妻,"ずま,め"
曇,"ずみ,ど"
膳,"ぜ,よし"
反,"そり,た"
顧,"たか,み"
匩,"ただ.す"
爾,"ちか,み"
殿,"て,どん"
勅,"て,のり"
時,"と,とぎ"
視,"とも,み"
与,"とも,ゆ"
難,"な,なに"
菜,"な,よう"
輪,"なわ,も"
幡,"は,わた"
蓉,"はす,よ"
荷,"はす,り"
花,"はな,わ"
萼,"はなぶさ"
民,"ひと,み"
宙,"ひろ,ゆ"
禮,"ひろ,れ"
船,"ふな,ふ"
倍,"べ,ます"
桃,"み,もの"
朏,"みかづき"
毛,"めん,も"
悦,"や,よし"
悠,"ゆう,ゆ"
杠,"ゆずりは"
依,"よ,より"
揚,"あがり"
耀,"あかる"
審,"あきら"
昶,"あきら"
熹,"あきら"
瞳,"あきら"
翠,"あきら"
融,"あきら"
莇,"あざみ"
渥,"あつし"
竺,"あつし"
余,"あまる"
風,"い,え"
幾,"い,く"
悳,"いさお"
勲,"いさむ"
忌,"いまわ"
腰,"うすぐ"
戸,"え,へ"
槐,"えんじ"
音,"お,と"
士,"お,ま"
邢,"おさか"
攻,"おさむ"
磨,"おさむ"
躍,"おどり"
筧,"かけい"
鬘,"かずら"
峡,"き,ば"
僑,"きゅう"
渙,"きよし"
楜,"くるみ"
弓,"こ,ゆ"
檱,"ごいし"
凍,"こおり"
筺,"こばこ"
頃,"ころも"
謝,"さ,ざ"
抄,"さ,り"
忢,"さとり"
了,"さとる"
學,"さとる"
